-2.6842071251,0.3266073148
-2.7153906156,-0.1695568476
-2.8898195396,-0.1373456096
-2.7464371973,-0.3111243157
-2.7285929818,0.3339245636
-2.279897361,0.7477827132
-2.8208906822,-0.082104511
-2.6264819933,0.170405349
-2.8879585653,-0.5707980263
-2.6738446867,-0.1066917037
-2.5065267893,0.6519350137
-2.6131427183,0.021520632
-2.787433976,-0.2277401889
-3.2252004463,-0.5032799095
-2.6435432169,1.1861948994
-2.3838693238,1.3447543446
-2.6225262031,0.8180896746
-2.6483227325,0.3191366678
-2.1990779614,0.8792440881
-2.5873461889,0.5204736388
-2.3105317013,0.3978678216
-2.5432349073,0.4400317547
-3.2158576949,0.1416155716
-2.3031285377,0.1055226784
1.0871344872,0.0753903893
0.6404367495,-0.417323483
1.0952237099,0.2838912109
-0.7514671407,-1.001107513
1.0432977807,0.2289569088
-0.0101900707,-0.7205748667
-0.5110861959,-1.2624919539
0.5110980607,-0.102284105
0.2623357562,-0.547893298
0.9840445452,-0.1243604202
-0.174864002,-0.2518155711
0.927572942,0.468236205
0.6595927891,-0.3519762911
0.2345405863,-0.3319218294
0.9423617074,-0.5418222581
0.0432464003,-0.5814894466
1.1162407238,-0.0842140139
0.3567865678,-0.0668238279
1.2964688503,-0.3275615198
0.9205026489,-0.1823903633
0.7140082136,0.1503791532
0.8996408633,0.3296109796
1.3310414189,0.2446695206
1.5573962721,0.2673925848
0.812455549,-0.1623315749
